Basis-of-record,Catalogue-number,Collection-code,Institution-code,Collector,Collector-number,Date-collected,Field-notes,Field-number,Type-status,Taxonomic-name,Identification-qualifier,Identified-by,Date-identified,Count,GenBank-number-s-,Lifestage,Remarks,Sex,Location,Specimen,Image,nematodes.FileImage,nematodes.joinCol,AllFiles_001.FileImage,AllFiles_001.joinCol
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0021.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0008.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0016 70 sidefield 100x.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0015.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0010.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0019.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0022.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0006.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0003.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0005.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0014 70 head 100x .png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0020.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0018.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0012.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0011.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0002 70 tail 100x.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0009.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T70,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/614"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T70%20Pratylenchus%20dunensis.zip,./Output/118-T70%20Pratylenchus%20dunensis.zip,118-T70%20Pratylenchus%20dunensis,./118-T70%20Pratylenchus%20dunensis/T70 Pratylenchus dunensis/seq0000.png,118-T70%20Pratylenchus%20dunensis
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0005.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0004.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0011.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0003.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0008.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0000.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0010.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0016.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0006.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0002.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0015.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0012.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0001.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0007.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0014.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0009.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T700,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/642"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T700%20Pratylenchus%20fallax.zip,./Output/119-T700%20Pratylenchus%20fallax.zip,119-T700%20Pratylenchus%20fallax,./119-T700%20Pratylenchus%20fallax/T700 Pratylenchus fallax/20x0013.png,119-T700%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0012.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0006.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0008 701 tail 100x.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0002.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0005.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0010.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0014.png,120-T701%20Pratylenchus%20fallax
Occurrence,,,,None,T701,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/643"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T701%20Pratylenchus%20fallax.zip,./Output/120-T701%20Pratylenchus%20fallax.zip,120-T701%20Pratylenchus%20fallax,./120-T701%20Pratylenchus%20fallax/T701 Pratylenchus fallax/20x0001.png,120-T701%20Pratylenchus%20fallax
